code_name,Molecule,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,xtbjson
mol_768,Octane,-3.324,1,114.232,0,0,5,0.0,-5.24,CCCCCCCC,QDESCP/boltz/mol_768_rdkit_boltz.json
mol_769,Anthracene,-4.518,2,178.234,0,3,0,0.0,-6.35,c1ccc2cc3ccccc3cc2c1,QDESCP/boltz/mol_769_rdkit_boltz.json
mol_770,Phenylhydrazine,-1.866,1,108.144,2,1,1,38.05,0.07,NNc1ccccc1,QDESCP/boltz/mol_770_rdkit_boltz.json
mol_771,Propionaldehyde,-0.394,1,58.08,0,0,1,17.07,0.58,CCC=O,QDESCP/boltz/mol_771_rdkit_boltz.json
mol_772,Cyclooctane,-3.355,2,112.216,0,1,0,0.0,-4.15,C1CCCCCCC1,QDESCP/boltz/mol_772_rdkit_boltz.json
mol_773,"5,5-Diallylbarbital",-1.471,1,208.217,2,1,4,75.27,-2.077,O=C1NC(=O)NC(=O)C1(CC=C)CC=C,QDESCP/boltz/mol_773_rdkit_boltz.json
mol_774,Trichloromethane,-1.812,1,119.378,0,0,0,0.0,-1.17,ClC(Cl)Cl,QDESCP/boltz/mol_774_rdkit_boltz.json
mol_775,thiouracil,-0.992,1,128.156,2,1,0,45.75,-2.273,Sc1nccc(=O)[nH]1 ,QDESCP/boltz/mol_775_rdkit_boltz.json
mol_776,Pencycuron,-5.126,1,328.843,1,3,4,32.34,-5.915,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,QDESCP/boltz/mol_776_rdkit_boltz.json
mol_777,1-Methylcyclohexene ,-2.574,1,96.173,0,1,0,0.0,-3.27,CC1=CCCCC1,QDESCP/boltz/mol_777_rdkit_boltz.json
mol_778,2-Ethylhexanal,-2.232,1,128.215,0,0,5,17.07,-2.13,CCCCC(CC)C=O,QDESCP/boltz/mol_778_rdkit_boltz.json
mol_779,Khellin,-3.603,1,260.245,0,3,2,61.81,-3.021,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,QDESCP/boltz/mol_779_rdkit_boltz.json
mol_780,5-Ethyl-5-(3-methylbutyl)barbital,-2.312,1,226.276,2,1,4,75.27,-2.658,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,QDESCP/boltz/mol_780_rdkit_boltz.json
mol_781,Benzo(j)fluoranthene,-6.007,2,252.316,0,5,0,0.0,-8.0,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,QDESCP/boltz/mol_781_rdkit_boltz.json
mol_782,2-Ethylbutanal,-1.523,1,100.161,0,0,3,17.07,-1.52,CCC(CC)C=O,QDESCP/boltz/mol_782_rdkit_boltz.json
mol_783,Dipropyl ether,-1.426,1,102.177,0,0,4,9.23,-1.62,CCCOCCC,QDESCP/boltz/mol_783_rdkit_boltz.json
mol_784,1-Tetradecanol,-4.231,1,214.393,1,0,12,20.23,-5.84,CCCCCCCCCCCCCCO,QDESCP/boltz/mol_784_rdkit_boltz.json
mol_785,"2,3,6-Trichlorophenol",-3.572,1,197.448,1,1,0,20.23,-2.64,Oc1c(Cl)ccc(Cl)c1Cl,QDESCP/boltz/mol_785_rdkit_boltz.json
mol_786,Urea,0.832,1,60.056,2,0,0,69.11,0.96,NC(=O)N,QDESCP/boltz/mol_786_rdkit_boltz.json
mol_787,1-Pentyne,-1.446,1,68.119,0,0,1,0.0,-1.64,CCCC#C,QDESCP/boltz/mol_787_rdkit_boltz.json
mol_788,"1,3-Dibromobenzene",-4.298,1,235.906,0,1,0,0.0,-3.54,Brc1cccc(Br)c1,QDESCP/boltz/mol_788_rdkit_boltz.json
mol_789,1-Octadecanol,-5.649,1,270.501,1,0,16,20.23,-8.4,CCCCCCCCCCCCCCCCCCO,QDESCP/boltz/mol_789_rdkit_boltz.json
mol_790,Acetanilide,-1.857,1,135.166,1,1,1,29.1,-1.33,CC(=O)Nc1ccccc1,QDESCP/boltz/mol_790_rdkit_boltz.json
mol_791,hematein,-1.795,1,300.266,4,4,0,107.22,-2.7,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,QDESCP/boltz/mol_791_rdkit_boltz.json
mol_792,Isonazid,-0.717,1,137.142,2,1,1,68.01,0.009,c1nccc(C(=O)NN)c1,QDESCP/boltz/mol_792_rdkit_boltz.json
mol_793,hydroxychlordene,-4.156,1,354.875,1,3,0,20.23,-5.46,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,QDESCP/boltz/mol_793_rdkit_boltz.json
mol_794,Isopentyl formate,-1.449,1,116.16,0,0,4,26.3,-1.52,CC(C)CCOC=O,QDESCP/boltz/mol_794_rdkit_boltz.json
mol_795,Acetophenone,-2.078,1,120.151,0,1,1,17.07,-1.28,CC(=O)c1ccccc1,QDESCP/boltz/mol_795_rdkit_boltz.json
mol_796,biquinoline,-4.903,2,256.308,0,4,1,25.78,-5.4,c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,QDESCP/boltz/mol_796_rdkit_boltz.json
mol_797,Triethyl phosphate,-0.953,1,182.156,0,0,6,44.76,0.43,CCOP(=O)(OCC)OCC,QDESCP/boltz/mol_797_rdkit_boltz.json
mol_798,D-fenchone,-2.158,1,152.237,0,2,0,17.07,-1.85,CC2(C)C1CCC(C)(C1)C2=O,QDESCP/boltz/mol_798_rdkit_boltz.json
mol_799,7-methoxypteridine,-1.589,1,162.152,0,2,1,60.79,-0.91,COc2cnc1cncnc1n2,QDESCP/boltz/mol_799_rdkit_boltz.json
mol_800,Chlordene,-5.152,1,338.876,0,3,0,0.0,-5.64,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,QDESCP/boltz/mol_800_rdkit_boltz.json
mol_801,2-Nitropropane,-0.743,1,89.094,0,0,1,43.14,-0.62,CC(C)N(=O)=O,QDESCP/boltz/mol_801_rdkit_boltz.json
mol_802,Carbazole,-3.836,2,167.211,1,3,0,15.79,-5.27,c1ccc2c(c1)[nH]c3ccccc32,QDESCP/boltz/mol_802_rdkit_boltz.json
mol_803,Erythritol,0.675,1,122.12,4,0,3,80.92,0.7,OCC(O)C(O)CO,QDESCP/boltz/mol_803_rdkit_boltz.json
mol_804,Risocaine,-2.709,1,179.219,1,1,3,52.32,-2.452,CCCOC(=O)c1ccc(N)cc1,QDESCP/boltz/mol_804_rdkit_boltz.json
mol_805,Azodrin,-0.949,1,223.165,1,0,5,73.86,0.651,CNC(=O)C=C(C)OP(=O)(OC)OC,QDESCP/boltz/mol_805_rdkit_boltz.json
mol_806,Succinimide,0.282,1,99.089,1,1,0,46.17,0.3,O=C1CCC(=O)N1,QDESCP/boltz/mol_806_rdkit_boltz.json
mol_807,"2,3-Dimethylpentane",-2.938,1,100.205,0,0,2,0.0,-4.28,CCC(C)C(C)C,QDESCP/boltz/mol_807_rdkit_boltz.json
mol_808,bupirimate,-3.493,1,316.427,1,1,8,84.42,-4.16,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,QDESCP/boltz/mol_808_rdkit_boltz.json
mol_809,RTI 16,-3.411,1,270.361,0,3,1,32.26,-4.634,CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,QDESCP/boltz/mol_809_rdkit_boltz.json
mol_810,RTI 9,-3.784,1,239.274,0,3,1,29.54,-3.68,O2c1ccccc1N(CC)C(=O)c3ccccc23 ,QDESCP/boltz/mol_810_rdkit_boltz.json
mol_811,Tetrahydropyran ,-0.978,2,86.134,0,1,0,9.23,-0.03,C1CCOCC1,QDESCP/boltz/mol_811_rdkit_boltz.json
mol_812,1-Heptyne,-2.155,1,96.173,0,0,3,0.0,-3.01,CCCCCC#C,QDESCP/boltz/mol_812_rdkit_boltz.json
mol_813,osthole,-4.076,1,244.29,0,2,3,39.44,-4.314,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,QDESCP/boltz/mol_813_rdkit_boltz.json
mol_814,3-Methylcholanthrene,-6.311,1,268.359,0,5,0,0.0,-7.92,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,QDESCP/boltz/mol_814_rdkit_boltz.json
mol_815,Ethyl benzoate ,-2.775,1,150.177,0,1,2,26.3,-2.32,CCOC(=O)c1ccccc1,QDESCP/boltz/mol_815_rdkit_boltz.json
mol_816,1-Chloro-2-methylpropane,-1.924,1,92.569,0,0,1,0.0,-2.0,ClCC(C)C,QDESCP/boltz/mol_816_rdkit_boltz.json
mol_817,Ethinyl estradiol,-4.317,1,296.41,2,4,0,40.46,-4.3,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,QDESCP/boltz/mol_817_rdkit_boltz.json
mol_818,methyl laurate,-4.025,1,214.349,0,0,10,26.3,-4.69,CCCCCCCCCCCC(=O)OC,QDESCP/boltz/mol_818_rdkit_boltz.json
mol_819,Di-n-propylsulfide,-2.307,1,118.245,0,0,4,0.0,-2.58,CCCSCCC,QDESCP/boltz/mol_819_rdkit_boltz.json
mol_820,Napthacene,-5.568,2,228.294,0,4,0,0.0,-8.6,c1ccc2cc3cc4ccccc4cc3cc2c1,QDESCP/boltz/mol_820_rdkit_boltz.json
mol_821,1-Bromopentane,-2.658,1,151.047,0,0,3,0.0,-3.08,CCCCCBr,QDESCP/boltz/mol_821_rdkit_boltz.json
mol_822,trans-2-Heptene ,-2.784,1,98.189,0,0,3,0.0,-3.82,CCCC/C=C/C,QDESCP/boltz/mol_822_rdkit_boltz.json
mol_823,Metranidazole,-0.859,1,171.156,1,1,3,81.19,-1.26,Cc1ncc(N(=O)=O)n1CCO ,QDESCP/boltz/mol_823_rdkit_boltz.json
mol_824,Pentylcyclopentane,-3.869,1,140.27,0,1,4,0.0,-6.08,CCCCCC1CCCC1,QDESCP/boltz/mol_824_rdkit_boltz.json
mol_825,"2,2',3,5,5',6-PCB",-7.261,1,360.882,0,2,1,0.0,-7.42,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,QDESCP/boltz/mol_825_rdkit_boltz.json
mol_826,5-Ethyl-5-isopropylbarbituric acid,-1.603,1,198.222,2,1,2,75.27,-2.148,O=C1NC(=O)NC(=O)C1(CC)C(C)C,QDESCP/boltz/mol_826_rdkit_boltz.json
mol_827,"1,1,1-Trichloroethane",-2.232,1,133.405,0,0,0,0.0,-2.0,CC(Cl)(Cl)Cl,QDESCP/boltz/mol_827_rdkit_boltz.json
mol_828,Monolinuron,-2.948,1,214.652,1,1,2,41.57,-2.57,CON(C)C(=O)Nc1ccc(Cl)cc1,QDESCP/boltz/mol_828_rdkit_boltz.json
mol_829,Cyclohexyl-5-spirobarbituric acid,-1.405,1,196.206,2,2,0,75.27,-3.06,O=C2NC(=O)C1(CCCCC1)C(=O)N2,QDESCP/boltz/mol_829_rdkit_boltz.json
mol_830,dimetan,-2.304,1,211.261,0,1,1,46.61,-0.85,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,QDESCP/boltz/mol_830_rdkit_boltz.json
mol_831,4-Bromotoluene,-3.667,1,171.037,0,1,0,0.0,-3.19,Cc1ccc(Br)cc1,QDESCP/boltz/mol_831_rdkit_boltz.json
mol_832,Diethyl ether ,-0.718,1,74.123,0,0,2,9.23,-0.09,CCOCC,QDESCP/boltz/mol_832_rdkit_boltz.json
mol_833,Rovral,-4.004,1,330.171,1,2,2,69.72,-4.376,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,QDESCP/boltz/mol_833_rdkit_boltz.json
mol_834,Benfluralin,-5.205,1,335.282,0,1,7,89.52,-5.53,CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,QDESCP/boltz/mol_834_rdkit_boltz.json
mol_835,"2,4,6-Trimethylphenol",-2.941,1,136.194,1,1,0,20.23,-2.05,Cc1cc(C)c(O)c(C)c1,QDESCP/boltz/mol_835_rdkit_boltz.json
mol_836,Benzene ,-2.418,2,78.114,0,1,0,0.0,-1.64,c1ccccc1,QDESCP/boltz/mol_836_rdkit_boltz.json
mol_837,p-Chloroiodobenzene,-4.384,1,238.455,0,1,0,0.0,-4.03,Clc1ccc(I)cc1,QDESCP/boltz/mol_837_rdkit_boltz.json
mol_838,Metoxuron,-2.683,1,228.679,1,1,2,41.57,-2.564,COc1ccc(NC(=O)N(C)C)cc1Cl,QDESCP/boltz/mol_838_rdkit_boltz.json
mol_839,propachlor,-3.018,1,211.692,0,1,3,20.31,-2.48,CC(C)N(C(=O)CCl)c1ccccc1 ,QDESCP/boltz/mol_839_rdkit_boltz.json
mol_840,Styrene,-2.85,1,104.152,0,1,1,0.0,-2.82,C=Cc1ccccc1,QDESCP/boltz/mol_840_rdkit_boltz.json
mol_841,Dimethoxymethane,0.092,1,76.095,0,0,2,18.46,0.48,COCOC,QDESCP/boltz/mol_841_rdkit_boltz.json
mol_842,o-Xylene ,-3.004,1,106.168,0,1,0,0.0,-2.8,Cc1ccccc1C,QDESCP/boltz/mol_842_rdkit_boltz.json
mol_843,Butan-2-ol,-0.616,1,74.123,1,0,1,20.23,0.47,CCC(C)O,QDESCP/boltz/mol_843_rdkit_boltz.json
mol_844,"1,4-Benzenediol",-1.59,1,110.112,2,1,0,40.46,-0.17,Oc1ccc(O)cc1,QDESCP/boltz/mol_844_rdkit_boltz.json
mol_845,estriol,-3.858,1,288.387,3,4,0,60.69,-4.955,CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,QDESCP/boltz/mol_845_rdkit_boltz.json
mol_846,Benzo(b)fluorene,-5.189,2,216.283,0,4,0,0.0,-8.04,C1c2ccccc2c3cc4ccccc4cc13,QDESCP/boltz/mol_846_rdkit_boltz.json
mol_847,hydantoin,0.603,1,100.077,2,1,0,58.2,-0.4,O=C1CNC(=O)N1 ,QDESCP/boltz/mol_847_rdkit_boltz.json
mol_848,4-hexylresorcinol,-3.493,1,194.274,2,1,5,40.46,-2.59,c1(O)cc(O)ccc1CCCCCC,QDESCP/boltz/mol_848_rdkit_boltz.json
mol_849,allicin,-2.045,1,162.279,0,0,5,17.07,-0.83,C=CCS(=O)SCC=C,QDESCP/boltz/mol_849_rdkit_boltz.json
mol_850,Coumaphos,-5.04,1,362.771,0,2,6,57.9,-5.382,CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,QDESCP/boltz/mol_850_rdkit_boltz.json
mol_851,"5,6-Dimethylchrysene",-6.265,1,256.348,0,4,0,0.0,-7.01,Cc1c(C)c2c3ccccc3ccc2c4ccccc14,QDESCP/boltz/mol_851_rdkit_boltz.json
mol_852,Betamethasone-17-valerate,-5.062,1,476.585,2,4,6,100.9,-4.71,CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,QDESCP/boltz/mol_852_rdkit_boltz.json
mol_853,uric acid,-0.541,1,168.112,4,2,0,114.37,-3.93,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ,QDESCP/boltz/mol_853_rdkit_boltz.json
mol_854,"2,3,4,6-Tetrachlorophenol",-4.203,1,231.893,1,1,0,20.23,-3.1,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,QDESCP/boltz/mol_854_rdkit_boltz.json
mol_855,"1,3-Dichlorobenzene",-3.558,1,147.004,0,1,0,0.0,-3.04,Clc1cccc(Cl)c1,QDESCP/boltz/mol_855_rdkit_boltz.json
mol_856,DDT,-6.638,1,354.491,0,2,2,0.0,-7.15,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,QDESCP/boltz/mol_856_rdkit_boltz.json
mol_857,Isobutyl formate,-1.095,1,102.133,0,0,3,26.3,-1.01,CC(C)COC=O,QDESCP/boltz/mol_857_rdkit_boltz.json
mol_858,thioanisole,-2.87,1,124.208,0,1,1,0.0,-2.39,c1ccccc1SC,QDESCP/boltz/mol_858_rdkit_boltz.json
mol_859,RTI 13,-4.45,1,322.29,1,3,1,58.12,-4.207,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,QDESCP/boltz/mol_859_rdkit_boltz.json
mol_860,Hexane ,-2.615,1,86.178,0,0,3,0.0,-3.84,CCCCCC,QDESCP/boltz/mol_860_rdkit_boltz.json
mol_861,methyl nicotinate,-1.621,1,137.138,0,1,1,39.19,-0.46,COC(=O)c1cccnc1 ,QDESCP/boltz/mol_861_rdkit_boltz.json
mol_862,Bendroflumethiazide,-3.741,1,421.422,3,3,3,118.36,-3.59,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,QDESCP/boltz/mol_862_rdkit_boltz.json
mol_863,"2,3,3',4,4',5-PCB",-7.425,1,360.882,0,2,1,0.0,-7.82,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,QDESCP/boltz/mol_863_rdkit_boltz.json
mol_864,Vinclozolin,-4.377,1,286.114,0,2,2,46.61,-4.925,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,QDESCP/boltz/mol_864_rdkit_boltz.json
mol_865,Cyanazine,-2.49,1,240.698,2,1,4,86.52,-3.15,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,QDESCP/boltz/mol_865_rdkit_boltz.json
mol_866,Triphenylene,-5.568,2,228.294,0,4,0,0.0,-6.726,c1ccc2c(c1)c3ccccc3c4ccccc24,QDESCP/boltz/mol_866_rdkit_boltz.json
mol_867,Dienestrol,-4.775,1,266.34,2,2,3,40.46,-4.95,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,QDESCP/boltz/mol_867_rdkit_boltz.json
mol_868,Di(2-ethylhexyl)-phthalate,-7.117,1,390.564,0,1,14,52.6,-6.96,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,QDESCP/boltz/mol_868_rdkit_boltz.json
mol_869,2-Ethyl pyridine,-2.051,1,107.156,0,1,1,12.89,0.51,CCc1ccccn1,QDESCP/boltz/mol_869_rdkit_boltz.json
mol_870,Naled,-3.548,1,380.784,0,0,5,44.76,-2.28,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,QDESCP/boltz/mol_870_rdkit_boltz.json
mol_871,Biphenyl,-4.079,2,154.212,0,2,1,0.0,-4.345,c1ccc(cc1)c2ccccc2,QDESCP/boltz/mol_871_rdkit_boltz.json
mol_872,"2,2',4,4',6,6'-PCB",-7.179,1,360.882,0,2,1,0.0,-8.71,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ,QDESCP/boltz/mol_872_rdkit_boltz.json
mol_873,Altretamine,-2.492,1,210.285,0,1,3,48.39,-3.364,CN(C)c1nc(nc(n1)N(C)C)N(C)C,QDESCP/boltz/mol_873_rdkit_boltz.json
mol_874,"2,4-Dimethyl-2-pentanol ",-1.647,1,116.204,1,0,2,20.23,-0.92,CC(C)CC(C)(C)O,QDESCP/boltz/mol_874_rdkit_boltz.json
mol_875,Cycloheptyl-5-spirobarbituric acid,-1.844,1,210.233,2,2,0,75.27,-3.168,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,QDESCP/boltz/mol_875_rdkit_boltz.json
mol_876,Fructose,0.471,1,180.156,5,1,2,110.38,0.64,OCC1OC(O)(CO)C(O)C1O,QDESCP/boltz/mol_876_rdkit_boltz.json
mol_877,"3,5-Dimethylphenol",-2.652,1,122.167,1,1,0,20.23,-1.4,Cc1cc(C)cc(O)c1,QDESCP/boltz/mol_877_rdkit_boltz.json
mol_878,Barban,-4.16,1,258.104,1,1,2,38.33,-4.37,ClCC#CCOC(=O)Nc1cccc(Cl)c1,QDESCP/boltz/mol_878_rdkit_boltz.json
mol_879,p-Chloroacetanilide,-2.642,1,169.611,1,1,1,29.1,-2.843,CC(=O)Nc1ccc(Cl)cc1,QDESCP/boltz/mol_879_rdkit_boltz.json
mol_880,"2,2',3,4,5,5',6-PCB",-7.898,1,395.327,0,2,1,0.0,-8.94,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,QDESCP/boltz/mol_880_rdkit_boltz.json
mol_881,"2,2-Dimethylbutane",-2.584,1,86.178,0,0,0,0.0,-3.55,CCC(C)(C)C,QDESCP/boltz/mol_881_rdkit_boltz.json
mol_882,N-Methylaniline ,-2.097,1,107.156,1,1,1,12.03,-1.28,CNc1ccccc1,QDESCP/boltz/mol_882_rdkit_boltz.json
mol_883,"1,4-Pentadiene ",-1.758,1,68.119,0,0,2,0.0,-2.09,C=CCC=C,QDESCP/boltz/mol_883_rdkit_boltz.json
mol_884,Hydrocortisone 21-acetate,-3.692,1,404.503,2,4,3,100.9,-4.88,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,QDESCP/boltz/mol_884_rdkit_boltz.json
mol_885,DNOC,-2.818,1,198.134,1,1,2,106.51,-1.456,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,QDESCP/boltz/mol_885_rdkit_boltz.json
mol_886,Lorazepam,-3.75,1,321.163,2,3,1,61.69,-3.604,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,QDESCP/boltz/mol_886_rdkit_boltz.json
mol_887,3-Chlorophenol,-2.761,1,128.558,1,1,0,20.23,-0.7,Oc1cccc(Cl)c1,QDESCP/boltz/mol_887_rdkit_boltz.json
mol_888,m-Chlorobromobenzene,-3.928,1,191.455,0,1,0,0.0,-3.21,Clc1cccc(Br)c1,QDESCP/boltz/mol_888_rdkit_boltz.json
mol_889,chlorothiazide,-1.752,1,295.729,2,2,1,118.69,-3.05,NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,QDESCP/boltz/mol_889_rdkit_boltz.json
mol_890,5-Methyl-5-ethylbarbituric acid,-0.911,1,170.168,2,1,1,75.27,-1.228,O=C1NC(=O)NC(=O)C1(C)CC,QDESCP/boltz/mol_890_rdkit_boltz.json
mol_891,2-Phenoxyethanol,-1.761,1,138.166,1,1,3,29.46,-0.7,OCCOc1ccccc1,QDESCP/boltz/mol_891_rdkit_boltz.json
mol_892,Diphenylmethane,-4.09,2,168.239,0,2,2,0.0,-4.08,C(c1ccccc1)c2ccccc2,QDESCP/boltz/mol_892_rdkit_boltz.json
mol_893,3-Octanol,-2.033,1,130.231,1,0,5,20.23,-1.98,CCCCCC(O)CC,QDESCP/boltz/mol_893_rdkit_boltz.json
mol_894,Flumetralin,-6.584,1,421.734,0,2,6,89.52,-6.78,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,QDESCP/boltz/mol_894_rdkit_boltz.json
mol_895,Propazine,-3.329,1,229.715,2,1,4,62.73,-4.43,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,QDESCP/boltz/mol_895_rdkit_boltz.json
mol_896,2-Methylpentanol,-1.381,1,102.177,1,0,3,20.23,-1.11,CCCC(C)CO,QDESCP/boltz/mol_896_rdkit_boltz.json
mol_897,2-Methyl-2-hexanol,-1.663,1,116.204,1,0,3,20.23,-1.08,CCCCC(C)(C)O,QDESCP/boltz/mol_897_rdkit_boltz.json
mol_898,Ethylbenzene,-2.988,1,106.168,0,1,1,0.0,-2.77,CCc1ccccc1,QDESCP/boltz/mol_898_rdkit_boltz.json
mol_899,5-(3-Methyl-2-butenyl)-5-ethylbarbital,-2.126,1,224.26,2,1,3,75.27,-2.253,O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,QDESCP/boltz/mol_899_rdkit_boltz.json
mol_900,Heptachlor,-5.26,1,373.321,0,3,0,0.0,-6.317,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,QDESCP/boltz/mol_900_rdkit_boltz.json
mol_901,butallylonal,-2.766,1,303.156,2,1,4,75.27,-2.647,CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,QDESCP/boltz/mol_901_rdkit_boltz.json
mol_902,Fenpropathrin,-6.15,1,349.43,0,3,5,59.32,-6.025,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,QDESCP/boltz/mol_902_rdkit_boltz.json
mol_903,Methoprene,-4.795,1,310.478,0,0,10,35.53,-5.19,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,QDESCP/boltz/mol_903_rdkit_boltz.json
mol_904,Ethyl propionate,-1.191,1,102.133,0,0,2,26.3,-0.66,CCOC(=O)CC,QDESCP/boltz/mol_904_rdkit_boltz.json
mol_905,Prometryn,-3.693,1,241.364,2,1,5,62.73,-4.1,CSc1nc(NC(C)C)nc(NC(C)C)n1,QDESCP/boltz/mol_905_rdkit_boltz.json
mol_906,Buturon,-3.199,1,236.702,1,1,2,32.34,-3.9,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,QDESCP/boltz/mol_906_rdkit_boltz.json
mol_907,"2,3-Dimethylnaphthalene",-4.116,1,156.228,0,2,0,0.0,-4.72,Cc1cc2ccccc2cc1C,QDESCP/boltz/mol_907_rdkit_boltz.json
mol_908,"2,4',5-PCB",-5.762,1,257.547,0,2,1,0.0,-6.25,Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,QDESCP/boltz/mol_908_rdkit_boltz.json
mol_909,"2,3',4,4',5-PCB",-7.343,1,360.882,0,2,1,0.0,-7.39,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,QDESCP/boltz/mol_909_rdkit_boltz.json
mol_910,2-cyanoguanidine,0.361,1,84.082,2,0,0,88.19,-0.31,NC(N)=NC#N ,QDESCP/boltz/mol_910_rdkit_boltz.json
mol_911,Chloropicrin,-1.866,1,164.375,0,0,0,43.14,-2.0,ClC(Cl)(Cl)N(=O)=O,QDESCP/boltz/mol_911_rdkit_boltz.json
mol_912,"2,6-PCB",-4.984,1,223.102,0,2,1,0.0,-5.21,Clc1cccc(Cl)c1c2ccccc2 ,QDESCP/boltz/mol_912_rdkit_boltz.json
mol_913,p-Methoxybenzaldehyde,-2.252,1,136.15,0,1,2,26.3,-1.49,COc1ccc(C=O)cc1,QDESCP/boltz/mol_913_rdkit_boltz.json
mol_914,4-Nitroacetanilide,-2.219,1,180.163,1,1,2,72.24,-2.692,CC(=O)Nc1ccc(cc1)N(=O)=O,QDESCP/boltz/mol_914_rdkit_boltz.json
mol_915,Ethyl heptanoate,-2.608,1,158.241,0,0,6,26.3,-2.74,CCCCCCC(=O)OCC,QDESCP/boltz/mol_915_rdkit_boltz.json
mol_916,p-Hydroxyacetanilide,-1.495,1,151.165,2,1,1,49.33,-1.03,CC(=O)Nc1ccc(O)cc1,QDESCP/boltz/mol_916_rdkit_boltz.json
mol_917,indazole,-2.34,2,118.139,1,2,0,28.68,-2.16,c2ccc1[nH]ncc1c2 ,QDESCP/boltz/mol_917_rdkit_boltz.json
mol_918,triamcinolone acetonide,-3.928,1,434.504,2,5,2,93.06,-4.31,CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,QDESCP/boltz/mol_918_rdkit_boltz.json
mol_919,guanine,-0.67,1,151.129,3,2,0,100.45,-3.583,Nc2nc1[nH]cnc1c(=O)[nH]2 ,QDESCP/boltz/mol_919_rdkit_boltz.json
mol_920,Methyl acetate,-0.416,1,74.079,0,0,0,26.3,0.46,COC(=O)C,QDESCP/boltz/mol_920_rdkit_boltz.json
